date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:44	4369/4369	---M--	200	added ('OK')	image/png	etag:%220d757821ca4d21:0%22	https://uuerp.uttaranchaluniversity.ac.in/Content/themes/base/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/Content/themes/base/images/ui-icons_cd0a0a_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/Content/themes/base/jquery-ui.css)
15:06:47	180/180	---M--	200	added ('OK')	image/png	etag:%220d757821ca4d21:0%22	https://uuerp.uttaranchaluniversity.ac.in/Content/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/Content/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://uuerp.uttaranchaluniversity.ac.in/Content/themes/base/jquery-ui.css)
15:06:48	292/292	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:49	5824/5824	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:51	341/341	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_glass_85_dfeffc_1x400.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:52	336/336	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_glass_75_d0e5f5_1x400.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:54	333/333	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:55	206/206	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_flat_55_fbec88_40x100.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_flat_55_fbec88_40x100.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:57	332/332	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:06:59	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_469bdd_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_469bdd_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:00	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_d8e7f3_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_d8e7f3_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:02	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_6da8d5_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_6da8d5_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:04	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_217bc0_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_217bc0_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:05	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_f9bd01_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_f9bd01_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:06	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_2e83ff_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:08	4549/4549	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-icons_cd0a0a_256x240.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
15:07:09	212/212	---M--	200	added ('OK')	image/png	etag:%220bd2fba1badd41:0%22	https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/coll/uuerp.uttaranchaluniversity.ac.in/jqGrid/css/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://uuerp.uttaranchaluniversity.ac.in/jqGrid/css/jquery-ui-custom.css)
